Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Madidunno Maraya,1954,,6.4,0,unknown,kannada
LAW,2018,129 min,5.0,23,thriller,telugu
Yahudi,1958,170 min,7.2,205,"action, drama, romance",hindi
Punnami Chandrudu,1987,,6.4,0,drama,telugu
Gaash: Light,2019,14 min,8.8,9,"short, drama",urdu
Kalari,1991,,5.0,5,unknown,malayalam
Nenju Irukkum Varai Ninaivu Irukkum,2013,120 min,6.4,0,drama,tamil
Daku Hasina,1987,,5.5,31,"action, drama",hindi
Shahrukh Banna Aasan Nahi,2018,,6.4,0,drama,hindi
Ghunda,1993,,6.4,0,unknown,punjabi
Looking for a Lady with Fangs and a Moustache,2019,113 min,8.8,17,"drama, mystery",nepali
Whats the plan dude,2021,78 min,6.4,0,drama,hindi
Simantik,1950,,6.4,0,drama,bengali
Ranger Saheb,1978,,6.4,0,action,bengali
Hamara Khandaan,1988,,5.8,37,"drama, romance",hindi
Romeo,2012,155 min,7.0,63,"comedy, drama, romance",kannada
Mah e Mir,2016,146 min,7.3,618,"biography, drama, romance",urdu
Yeh Dil Ramta Jogi,2014,98 min,6.4,10,"action, crime, drama",hindi
Triya Charitra,1935,,6.4,0,unknown,hindi
Nava Mohini,1984,137 min,7.3,21,drama,telugu
Jai Ho Maihar Dham Ki,1992,,6.4,0,drama,hindi
Parayam,2004,111 min,6.4,0,romance,malayalam
Upaharam,1972,,6.4,0,unknown,malayalam
Bapu Ka Sapna,1978,,6.4,0,drama,hindi
Ennai Paar Enn Azhagai Paar,1983,,5.2,5,musical,tamil
Club 60,2013,137 min,7.4,429,drama,hindi
Halgi Shaan Maharashtrachi,2019,129 min,6.4,0,unknown,marathi
Thai Pirandhal Vazhi Pirakkum,1958,138 min,6.4,0,unknown,tamil
Tilottama,1951,,6.4,0,unknown,tamil
Chore Chore Mastuto Bhai,2005,130 min,6.5,69,"comedy, drama, musical",bengali
Pelli Sambandham,2000,,4.1,9,romance,telugu
Tryst with Destiny,2020,96 min,7.8,12,drama,hindi
Aaj Aur Kal,1963,144 min,6.6,42,"drama, romance",bhojpuri
Innumuthal,2021,120 min,7.5,85,"comedy, drama, fantasy",malayalam
Smile Please,2004,,6.4,0,comedy,hindi
The Song of Scorpions,2017,119 min,5.9,285,drama,hindi
Kattu Kadal Athirukal,2020,120 min,6.6,5,"adventure, drama, romance",malayalam
Aaja Nachle,2007,137 min,6.2,2968,"drama, family, music",hindi
Johar in Bombay,1967,150 min,6.4,14,"comedy, drama, fantasy",urdu
Vunnadhi Okate Zindagi,2017,152 min,6.4,852,drama,telugu
Apaharan,2005,173 min,7.4,4325,"action, crime, drama",hindi
Unnaiye Kadhalipen,2010,125 min,6.4,0,drama,tamil
Thanthram,1988,,7.2,69,"action, mystery, thriller",malayalam
Meri Jung,1985,164 min,7.3,1182,"action, drama",hindi
Meow,2021,,6.4,0,comedy,malayalam
Katha Nayika,1999,,6.4,0,unknown,malayalam
Jabilli Kosam Akasamalle,2014,,6.4,0,drama,telugu
Pour vivre heureux,2018,88 min,6.4,62,"drama, romance",urdu
Eka Peksha Ek,1990,141 min,7.3,18,action,marathi
Charitraheen: Ek Naari Ki Vyatha,2004,,6.4,0,horror,hindi
Njan Abhirami,2002,,6.4,0,unknown,malayalam
Maalmasala,1992,,5.3,7,"action, comedy, drama",marathi
Dhadakebaaz,1990,138 min,7.2,215,comedy,marathi
Mumbai Time: A Revenge Story,2016,,7.6,5,crime,marathi
Raag,2021,,6.4,0,drama,hindi
Satta,2003,153 min,6.8,541,"crime, drama",hindi
Chattrapati Shivaji: The Emperor of People's Pride,2013,,6.4,0,history,marathi
Kranthi,1996,,6.4,0,action,telugu
Suhag Sindoor,1961,,5.0,5,drama,hindi
Ran Mureed,1969,,6.4,0,unknown,punjabi
Maa Amar Maa,2009,155 min,7.6,16,romance,bengali
Aparachita,1969,145 min,7.4,21,drama,bengali
Ezhavathu Manithan,1983,125 min,6.7,20,drama,tamil
Daam,2018,6 min,6.4,0,"short, mystery",urdu
Hawaskand,1997,,6.4,0,thriller,hindi
Neelimay Neel,1991,142 min,6.4,0,drama,bengali
Oru Mutham Mani Mutham,1997,,4.7,9,drama,malayalam
Gandharvam,1993,155 min,6.4,230,"drama, romance",malayalam
Manus,1999,,6.4,0,fantasy,marathi
Jara Japun,1950,,6.4,0,unknown,marathi
Burmar Pathey,1947,,6.4,0,drama,bengali
Sajna Mangiya Sajai Da Hamar,2014,134 min,6.4,0,drama,bhojpuri
Surabhi,2008,89 min,6.4,0,family,hindi
Phulkumar,2002,58 min,8.6,19,drama,bengali
Ardham Chesukoru,2020,,6.4,0,drama,telugu
Nai Nabhannu La 3,2015,134 min,6.4,0,romance,nepali
Rukhsana,1955,145 min,6.4,0,"action, adventure, drama",hindi
Masanada Hoovu,1984,133 min,7.3,31,unknown,kannada
Adorer Sontan,1995,150 min,6.4,0,"drama, family",bengali
Lanchavatharam,1985,,6.4,0,unknown,telugu
Chandanamarangal,2001,,6.4,0,drama,malayalam
Monsoon Heist,2013,,6.4,0,"short, thriller",urdu
Shankaranum Mohananum,2011,,3.6,26,comedy,malayalam
Sivaranjani,2019,116 min,3.5,13,horror,telugu
Ram Rahim,1993,,6.4,0,family,marathi
The Bravery,2015,108 min,7.5,6,"crime, drama, family",tamil
Atthaiya Mamiya,1974,,6.4,0,drama,tamil
Naragunda Bandaaya,2020,140 min,6.4,0,drama,kannada
Love Show,2014,,6.4,0,drama,kannada
Vaada Raha... I Promise,2009,101 min,4.9,386,drama,hindi
Ekkadiki Pothavu Chinnavada,2016,140 min,7.5,1194,"comedy, fantasy, romance",telugu
Raja Hindustani,1996,177 min,6.2,7110,"action, comedy, drama",hindi
Riaz Gujjar,1991,163 min,6.4,0,"action, crime",punjabi
Porutham,1985,126 min,6.4,0,family,tamil
Kapal Kundala,1981,,7.3,12,drama,bengali
Namukkoru Kootaram,2002,,6.4,0,unknown,malayalam
Kas,2010,,6.4,0,drama,marathi
Guru Ghantal,1956,,6.4,0,drama,hindi
Kicchu Chaoa Kicchu Paoaa,2010,,6.4,0,drama,bengali
Azhagar Malai,2009,132 min,4.7,7,unknown,tamil
Sandhithathum Sindhithathum,2013,145 min,6.4,0,drama,tamil
Kadhalukku Kannillai,2014,,6.4,0,history,tamil
Kanoon Ki Jung,2000,,6.4,0,action,hindi
Before the Rains,2007,98 min,6.5,2016,"drama, history, romance",malayalam
Guzaara,1954,,6.4,0,drama,hindi
Saahas,1979,,6.4,0,thriller,hindi
Aadya,2020,,7.1,19,thriller,kannada
Puthumukhangal,2010,130 min,5.1,8,drama,malayalam
Nesam Nesapaduthe,2013,,6.4,0,romance,tamil
Pinky Memsaab,2018,124 min,6.4,407,"drama, family",oriya
To Let,2019,99 min,8.0,671,family,tamil
Biradari,1966,139 min,5.8,32,drama,hindi
5 Rifles,1974,134 min,6.4,35,"action, comedy",hindi
Classroom,2018,151 min,6.4,0,drama,bengali
Ik Si Chor,1965,,6.4,0,unknown,punjabi
Urvashi,1974,,6.4,0,unknown,telugu
Moonam Pralayam,2019,105 min,6.4,0,drama,malayalam
Wind and Rain,2015,118 min,6.4,0,"drama, family",malayalam
Mugiyada Kathe,1976,,6.4,0,unknown,kannada
Aa Chhe Aapni Dosti Unlimited Yaar,2018,142 min,7.0,5,"drama, romance",gujarati
Balram vs. Tharadas,2006,161 min,2.9,375,"action, crime, thriller",malayalam
Disco King,1984,,6.7,24,"drama, musical",telugu
Maranam,2019,102 min,6.4,0,"action, crime, romance",kannada
Kiss Kis Ko,2004,119 min,4.8,19,musical,hindi
Khamiyaza,2019,130 min,4.6,20,"action, drama",hindi
Main Hoon Geeta,1992,,6.4,0,action,hindi
Chungking Express,1994,102 min,8.1,66061,"comedy, crime, drama",oriya
Jai Maa Durga,2000,139 min,6.4,0,drama,hindi
Jitne Door Utne Paas,1960,,6.4,0,romance,hindi
Aurat Mange Insaaf,2000,,6.4,0,drama,hindi
Yakeen Ka Safar,2017,37 min,9.1,287,"crime, drama, romance",oriya
Guerrilla,2011,140 min,8.2,2588,"drama, history, war",oriya
Kattu Kathe,2018,159 min,8.2,5,drama,kannada
Aadaalla Majaka,1995,136 min,6.4,0,romance,tamil
Aik Musafar Aik Haseena,1968,,6.4,0,unknown,urdu
Singh Saab the Great,2013,134 min,5.6,2185,"action, drama",hindi
Rajavazhcha,1990,,6.4,0,"action, drama",malayalam
Tya Ratri Paus Hota,2009,113 min,6.8,17,drama,marathi
Pratha,2002,,6.4,33,"action, drama, thriller",hindi
Dhoom 3,2013,172 min,5.4,43471,"action, crime, thriller",hindi
Poymughangal,1973,,6.4,0,unknown,malayalam
Al-kaanda,2015,100 min,6.4,0,"comedy, crime",hindi
Bade Abbu,2019,121 min,6.4,0,drama,kashmiri
Nasihat,1986,139 min,5.1,32,"action, drama",hindi
Clickbait (The film),2020,93 min,6.4,0,drama,urdu
Inspector Kiron,1991,,6.4,0,action,hindi
Meet Mere Man Ke,1991,150 min,5.7,12,"action, drama",hindi
Ondu Shikariya Kathe,2020,133 min,7.1,175,thriller,kannada
Adutha kattam,2012,86 min,6.4,0,"horror, thriller",tamil
Chaduvukonna Bharya,1965,,6.4,0,unknown,telugu
Bhole Bhale,1936,,6.4,0,comedy,hindi
Engal Thangam,1970,174 min,6.7,23,unknown,tamil
Ezhu Sundara Rathrikal,2013,140 min,5.1,175,family,malayalam
Paisalo Paramatma,2018,,6.4,0,comedy,telugu
Aadhaar,2004,,6.4,0,drama,hindi
Vaalee,2001,159 min,7.0,89,"drama, romance, thriller",kannada
Chahat,1992,,3.9,30,unknown,punjabi
Tekka,2006,127 min,6.4,0,"action, romance",bengali
Kalam Mari Pochu,1996,156 min,7.5,21,drama,tamil
En Vazhi Thani Vazhi,1988,130 min,5.0,6,unknown,tamil
Thammar Boyfriend,2016,123 min,6.2,105,comedy,bengali
Mr Perfect,2011,144 min,7.1,3128,"comedy, drama, romance",telugu
Makkal En Pakkam,1987,137 min,5.8,14,action,tamil
Azaadi,2018,152 min,6.6,264,"action, drama, romance",urdu
Marching Ahead,2014,18 min,6.4,0,"documentary, short, drama",malayalam
Kal Ho Naa Ho,2003,186 min,7.9,64102,"comedy, drama, musical",hindi
Jadu Tona,1977,112 min,6.1,45,"horror, romance",hindi
Wahem,1987,,5.0,7,thriller,hindi
Ithile Iniyum Varu,1986,,6.9,7,drama,malayalam
Hamara Dil Aapke Paas Hai,2000,165 min,5.6,1785,"action, drama, romance",hindi
Thoovanam,2007,,6.4,0,unknown,tamil
Thalamurakulude Prathikaram,1986,,6.4,0,unknown,malayalam
Anuraag,1979,,6.4,0,drama,bengali
Ulfat Ki Nayee Manzilen,1994,,5.7,6,drama,hindi
Saubhagya Laxmi,1934,,6.4,0,unknown,hindi
The Indian Murli,2005,,6.4,0,drama,marathi
Maa Ke Aansoo,1959,,5.4,5,"drama, family",hindi
Shola,1952,,6.4,0,unknown,urdu
Khooni,2004,,6.4,0,horror,hindi
Ustad,1957,,6.4,0,"action, crime",hindi
Nalla Idatthu Sambhandham,1958,,7.5,6,unknown,tamil
Chandraharam,1954,174 min,7.8,9,"musical, drama",telugu
Belaku,1988,,6.4,0,unknown,kannada
Boro Chele,2017,,8.1,116,drama,bengali
Thavarina Siri,2006,159 min,6.4,0,drama,kannada
Tananam Tananam,2006,139 min,6.4,0,drama,kannada
Mumbhai Connection,2011,90 min,5.2,24,"comedy, crime, thriller",hindi
Nirdoshi,1967,136 min,6.4,0,drama,telugu
Farz Aur Pyar,1981,,6.4,0,action,hindi
Mannar Mathai Speaking,1995,150 min,7.9,1312,"comedy, thriller",malayalam
Jonmo Theke Jolchi,1981,150 min,7.5,17,drama,bengali
Abar Byomkesh,2012,102 min,7.0,855,"mystery, thriller",bengali
Rudra The Beginning,2018,,6.4,0,action,bengali
Anuragalu,1975,128 min,4.0,8,unknown,telugu
Chalanum,1975,,6.4,0,unknown,malayalam
Dohchay,2015,138 min,5.8,549,action,telugu
Manu Uncle,1988,123 min,7.2,267,thriller,malayalam
Goynar Baksho,2013,141 min,7.1,1395,"comedy, drama, family",bengali
Deewangee,2002,169 min,6.6,2596,"crime, drama, mystery",hindi
Sannata,1966,,6.4,0,mystery,hindi
Aanmai Thavarael,2011,135 min,6.9,52,"crime, romance, thriller",tamil
Sarva Kahi Priye Fakt Tujhyasathi,2015,124 min,6.4,0,drama,marathi
Sankoch,1976,113 min,6.4,17,"drama, romance",hindi
Dil,1946,,6.4,0,romance,hindi
Galpa Holeo Satyi,1966,104 min,8.5,449,"comedy, drama",bengali
Maula ve,2016,,6.4,0,unknown,urdu
Bull BulBul Bandook,2013,,4.5,15,"action, romance, western",hindi
Ghatkali,1979,117 min,6.6,8,comedy,bengali
Kar Hashi Ke Hashe,1974,,6.4,0,"drama, history, war",bengali
Vakil Babu,1982,150 min,7.3,85,"drama, mystery",hindi
Yeh Dil Aap Ka Huwa,2002,176 min,5.4,117,"musical, romance",urdu
Ezhunnallathu,1991,,4.9,18,unknown,malayalam
Thenum Vayambum,1981,152 min,7.2,24,drama,malayalam
Adham,2019,124 min,6.4,0,"action, drama, romance",marathi
Toofani Tirandaz,1947,,6.4,0,"action, adventure",hindi
Bhalobaslei Ghor Bandha Jay Na,2010,152 min,5.9,124,"drama, musical, romance",bengali
Puttaraju Lover of Shashikala,2018,125 min,5.6,9,drama,kannada
Swarg Aashram,2003,103 min,6.4,0,thriller,hindi
Nehlle Pe Dehlla,2007,125 min,3.8,480,"action, comedy, crime",hindi
Nasir,2020,85 min,7.2,275,drama,tamil
Hridayathil Sookshikkan,2005,,3.3,34,"comedy, drama, romance",malayalam
Last Bench,2012,136 min,6.1,18,drama,malayalam
DDM,2017,21 min,6.4,0,"short, thriller",malayalam
Kaadhale Ennai Kaadhali,2013,120 min,6.4,0,drama,tamil
Rudhra,1991,131 min,5.3,16,unknown,tamil
Chadarangam,1967,,6.4,0,drama,telugu
Sher-e-Bengal,1947,,6.4,0,action,hindi
Sedin bristi chilo,2014,139 min,6.4,0,"action, drama, horror",bengali
Haseeno Ka Badla,1991,,6.4,0,action,hindi
Gowri,2004,,5.4,49,action,telugu
Jiv Thi Vali Mari Janudi,2017,115 min,6.4,0,drama,gujarati
Operation Jackpot,1968,146 min,7.9,23,"action, mystery",kannada
Manmohini,1998,,6.4,0,romance,hindi
Anaavarnam,1976,,6.4,0,unknown,malayalam
Kunkuma,2005,,6.4,0,unknown,telugu
Arjun Suravaram,2019,108 min,6.9,554,"action, thriller",telugu
Nadu Iravil,1966,160 min,8.0,36,"mystery, thriller",tamil
I See You,2006,122 min,4.1,1114,"comedy, drama, fantasy",hindi
Information for/from Outsiders: Chronicles from Kashmir,2019,125 min,6.4,0,drama,urdu
Akri Shehzada,1993,137 min,6.4,0,action,punjabi
Kamaraj,2004,121 min,7.1,108,"biography, drama",tamil
Enkitta Mothathe,2017,110 min,4.9,56,"action, comedy",tamil
Ekee Britte,2013,120 min,6.9,8,drama,bengali
Jugaad,2016,136 min,6.4,0,comedy,marathi
Neel Rajar Deshe,2008,145 min,6.6,13,adventure,bengali
Paisa Paisa Paisa,1993,,6.4,0,drama,marathi
Hero: The Superstar,2014,160 min,5.4,162,"action, comedy, romance",bengali
Bhai jan,1966,,6.4,0,unknown,urdu
Sonar Kathi,1958,,6.8,8,unknown,bengali
Batwara,1961,,6.2,12,"drama, family",hindi
They Call It Love,2012,15 min,6.4,0,"short, drama",nepali
Sundhara Travels,2002,,6.4,82,comedy,tamil
Super 30,2019,154 min,7.9,21770,"biography, drama",hindi
Manitharil Ithanai Nirangala,1978,,5.6,16,unknown,telugu
Netaji Subhash Chandra Bose,1966,150 min,7.7,25,"biography, drama",bengali
Peddlers,2012,116 min,7.1,81,"drama, thriller",hindi
Lakshmi Vandhachu,1986,,6.3,6,unknown,tamil
Nithyaharitha Nayakan,2018,155 min,5.5,73,comedy,malayalam
Adalu Badalu,1979,,6.4,0,unknown,kannada
Rasiya,1954,,6.4,0,drama,hindi
Bahini Bahini,1997,,6.4,0,drama,marathi
Change Mande Tere Bande,1976,,6.4,0,comedy,punjabi
Seema Sastry,2007,136 min,6.3,138,"action, comedy",telugu
Aruthu,1976,,6.4,0,unknown,malayalam
24 Hrs,2010,95 min,6.6,29,action,malayalam
Khooni Khazana,2005,110 min,6.4,0,thriller,hindi
Shero tay Sultan,1998,,6.4,0,unknown,punjabi
Mull Kireedom,1967,,6.4,0,unknown,malayalam
Pullukatu Muthamma,2013,97 min,6.4,0,drama,tamil
Suhagan,1986,143 min,6.0,41,romance,hindi
Savi Savi Nenapu,2007,,6.4,0,drama,kannada
Behuli,1989,,6.4,0,"drama, romance",nepali
Veendum Kannur,2012,,3.9,7,drama,malayalam
Babuaa,2016,,6.4,0,family,hindi
Pestonjee,1988,125 min,7.1,203,"comedy, drama",hindi
Rafoo Chakkar,1975,,7.2,261,"action, comedy, drama",hindi
Chakravyuh,2016,,6.4,0,thriller,gujarati
Mahi Away Ga,2006,,6.4,0,unknown,punjabi
Badrinath Dhaam,1980,,6.4,0,unknown,hindi
Devaphude Manus,1980,,6.4,0,drama,marathi
Talaash e Gumshuda,2019,,6.4,0,"short, drama",urdu
Hal Aur Bandook,1989,,6.4,0,action,hindi
Qatil Aur Ashiq,1986,,6.4,0,"action, crime, drama",hindi
Student of the Year,2012,146 min,5.3,15720,"comedy, drama, music",hindi
Geet Gaaya Pattharon Ne,1964,,6.4,91,"drama, musical, romance",gujarati
Aan Baan,1956,,2.8,5,romance,hindi
Ooty Varai Uravu,1967,,7.9,60,romance,tamil
Kothewali,2000,,6.4,0,thriller,hindi
Bau Jee,1968,,6.4,0,unknown,urdu
The Purple Night,2021,59 min,6.4,0,action,hindi
Kitne Paas Kitne Door,1976,140 min,6.4,0,drama,hindi
Jawan of Vellimala,2012,,4.7,301,"action, comedy, mystery",malayalam
Natana,2019,,6.4,0,drama,telugu
Lahore,2010,145 min,6.3,514,"action, drama, sport",urdu
Samarpan,1982,98 min,6.4,0,drama,bengali
Balam,1949,,6.4,0,unknown,hindi
Sreemati Bhayankari,2001,109 min,6.4,0,"drama, romance",bengali
Bhishma,1996,,4.3,31,"action, thriller",hindi
Rosy,2006,,6.4,0,thriller,hindi
Tera Mera Ki Rishta,2009,166 min,6.9,129,"drama, romance",punjabi
Kutty Pisasu,2010,145 min,4.2,33,"drama, fantasy, thriller",bhojpuri
April Fool,1964,154 min,6.1,32,"comedy, romance, thriller",hindi
Ramapir,1988,,6.4,0,"biography, drama, history",gujarati
Gauravam,1973,,7.3,109,drama,tamil
Reshma Te Shera,2011,,6.4,0,action,punjabi
Rose Thorn,2004,,6.4,0,thriller,hindi
Mr & Mrs,1992,,5.9,29,unknown,malayalam
The Players,2016,,6.4,0,drama,hindi
Atmaja,1990,,7.6,10,drama,bengali
Kleine Wölfe,2009,49 min,7.7,31,"documentary, biography",nepali
Pachchak Kuthira,2006,114 min,6.4,0,drama,tamil
Meri Ladli,2012,,8.9,7,drama,oriya
Saathi,1968,156 min,7.2,73,"drama, romance",hindi
Odipolama,2009,94 min,6.4,0,romance,tamil
Baykocha Nakalatch,2009,,6.4,0,comedy,marathi
Afsana,1951,168 min,7.8,57,"drama, family",hindi
Thambi Arjuna,2010,134 min,6.4,0,action,tamil
Ranbhool,2010,110 min,5.4,23,thriller,marathi
Darinda,1977,,5.9,23,action,hindi
Pratiggya,1943,,6.4,0,unknown,hindi
Pehla Pyar,2001,,6.4,0,romance,hindi
Kasam Teri Kasam,1993,156 min,4.8,12,"drama, romance",hindi
Manooradham,1978,,6.4,0,unknown,malayalam
Tirapathi,1974,,6.4,0,unknown,telugu
Vathiyar,2006,,5.4,32,action,tamil
Manasina Putadali,2013,,6.4,0,drama,kannada
Chilandhi Vala,1982,,6.4,0,unknown,malayalam
Calcutta 71,1971,132 min,7.8,196,drama,bengali
Mera Bhai Mera Dushman,1967,129 min,6.4,0,"drama, family",hindi
Bolo Hau,2021,94 min,6.4,0,"comedy, romance",hindi
Meetha Zahar,2005,,6.4,0,thriller,hindi
Chaduvukonna Bharya,1940,,6.4,0,drama,telugu
Trip to Bhangarh: Asia's Most Haunted Place,2014,113 min,2.4,240,"horror, thriller",hindi
Bhamashah,2017,83 min,6.2,11,drama,hindi
Hum Bhi Kuchh Kum Nahin,1958,,6.4,0,drama,hindi
Naan Than Bala,2014,160 min,5.4,56,drama,tamil
Take care,2020,47 min,6.4,0,comedy,bengali
Gayakudu,2015,138 min,5.2,11,musical,telugu
Lakshmi,1979,149 min,6.4,0,unknown,telugu
Vanraj,1952,,6.4,0,unknown,hindi
Vishnu Puran,1973,,6.4,0,"adventure, drama, fantasy",hindi
Suhagan Shobhe Sasariye,2013,,6.4,0,drama,gujarati
Ammu,1965,,6.4,0,unknown,malayalam
Humble Politician Nograj,2018,149 min,7.0,827,"comedy, drama",kannada
Mani,2003,136 min,6.4,0,drama,kannada
Officer Arjun Singh IPS,2019,120 min,8.6,80,"action, drama",hindi
Sivapuram,2016,,6.4,0,"action, thriller",malayalam
Haseena Haathiwali,1994,,6.4,0,action,hindi
Shikari,2011,,5.0,79,"drama, family",kannada
Bayasade Banda Bhagya,1977,,6.4,0,unknown,kannada
Naalai Unathu Naal,1984,,4.8,6,unknown,tamil
Lagna Pahave Karun,1940,150 min,6.4,0,unknown,marathi
Mallu Singh,2012,150 min,5.1,425,"action, comedy, drama",punjabi
Kalpa Vruksha,1969,,6.4,0,unknown,kannada
Pathayeram Kodi,2013,120 min,6.4,0,drama,tamil
Maavichiguru,1996,140 min,6.3,52,drama,telugu
Monsoon Shootout,2013,92 min,6.6,1035,"action, crime, drama",hindi
Radio London,2011,95 min,6.4,0,"horror, war",urdu
Prague,2013,109 min,5.6,349,"horror, mystery, romance",hindi
Anudini,2014,101 min,6.4,0,unknown,marathi
Jhol Company Public Ltd.,2017,,6.4,0,crime,hindi
Agaman,1988,147 min,7.7,22,drama,bengali
Free Flying,2020,15 min,6.4,0,"documentary, short",malayalam
Kutrappayirchi,2020,,6.4,0,drama,tamil
Unkahi,2016,100 min,8.3,30,"drama, romance",urdu
Dikkiloona,2021,,6.4,0,"comedy, romance, sci-fi",tamil
Oru Oorla Rendu Raja,2014,132 min,5.0,93,"comedy, drama",tamil
Dulari,1949,133 min,6.5,31,"musical, romance",hindi
Moumachi,1996,,6.4,0,"drama, romance",bengali
E Jibon Tomar Amar,1997,151 min,7.2,13,"drama, romance",bengali
Prem Jaal,2001,,6.4,0,thriller,hindi
Aham Brahmasmi,2019,105 min,8.5,6,action,sanskrit
Epar Opar,1941,,6.4,0,drama,bengali
Benkiya Bale,1983,137 min,6.7,18,unknown,kannada
Kuch Kuch Locha Hai,2015,143 min,2.5,785,"comedy, drama",hindi
Pennarasi,1955,,6.4,0,unknown,tamil
VIP Gadhav,2019,166 min,5.4,5,comedy,marathi
Shree ram samartha,2019,,9.0,8,history,marathi
Nirnay,2009,160 min,6.4,0,drama,marathi
Sitamgar,1958,,6.4,0,unknown,hindi
Nenjathai Killathe,1980,,7.3,56,"drama, romance",tamil
Sargent,1977,,6.4,0,drama,urdu
Crime Time,2000,,6.4,0,thriller,hindi
Rangula Ratnam,1966,181 min,7.2,11,drama,telugu
Bela Shesher Gaan,1979,,6.4,0,drama,bengali
Anaswaram,1991,,6.4,54,drama,malayalam
Kouravudu,2000,,5.7,7,"action, drama",telugu
Shabistan,1951,,6.4,0,"drama, family",hindi
Bring on the Bollywood,2021,133 min,6.4,0,musical,hindi
Mausam,2009,,6.4,0,drama,nepali
Flying Man,1955,,6.4,0,action,hindi
Service Ltd.,1939,,6.4,0,unknown,hindi
144,2015,120 min,5.0,124,comedy,tamil
Manikantana Mahime,1993,145 min,6.7,11,unknown,kannada
Ishaara,2008,152 min,4.7,7,crime,hindi
Hum Sab Ek Hain,1968,,6.4,0,drama,hindi
Stop Violence,2002,,6.3,102,"action, crime, drama",malayalam
Dashyumohan,1955,,6.4,0,drama,bengali
Biwi,1950,,6.4,0,"drama, family",hindi
Palletoori Pilla,1950,,6.5,13,"action, adventure, comedy",telugu
Lal Pan Bibi,1994,180 min,5.3,13,"action, crime, drama",bengali
Laboratory,2010,,6.4,0,drama,bengali
Mazhayil Virinja Pookkal,2020,,8.5,8,short,malayalam
Aloxua Mon,2009,80 min,6.4,0,"musical, romance",assamese
KL 7/95 Ernakulam North,1996,,6.4,0,unknown,malayalam
Guru ji: Ahead of time,2018,,6.4,0,biography,hindi
Maduve Agona Baa,2001,,6.4,0,drama,kannada
Mayabazaar,2012,133 min,5.5,11,fantasy,bengali
Roop Lekha,1934,,6.4,0,drama,bengali
Oru Nalla Kottayamkaran,2019,,6.4,0,drama,malayalam
Dwandwam,2017,6 min,6.4,0,"short, drama",malayalam
Rainbow 4,2015,9 min,6.4,0,"short, romance",malayalam
Saat Sahelian,1987,,6.4,0,unknown,urdu
Mansion by the Lake,2002,106 min,5.4,56,drama,tamil
Madhuganjer Sumati,1988,111 min,6.4,0,drama,bengali
Bomb Blast,1993,153 min,6.5,23,"action, thriller",hindi
Nede Vidudala,2021,126 min,6.4,0,"comedy, drama",telugu
Dulha Bikta Hai,1982,,5.8,25,"family, drama",hindi
Sathyabhamakkoru Premalekhanam,1996,,4.9,14,unknown,malayalam
Bhagam Bhag,1956,101 min,5.8,20,"action, comedy, crime",tamil
Akela,1963,,6.4,0,unknown,hindi
Prinicipal Olivil,1985,,6.4,0,unknown,malayalam
Anaganaga Oka Roju,1997,119 min,7.1,286,"action, comedy, drama",tamil
Sathi Leelavathi,1995,151 min,8.2,1254,"comedy, drama",tamil
Haseeno Ka Dalaal,2004,,6.4,0,thriller,hindi
Chamm,2017,,6.4,0,drama,punjabi
Jackpot,1993,,7.0,73,drama,malayalam
Anushochana,2007,113 min,6.4,0,drama,bengali
Neela,1935,,6.4,0,unknown,hindi
Come December,2006,92 min,5.6,58,drama,hindi
Kangal Malsat,2013,113 min,7.3,60,fantasy,bengali
Nital,2006,92 min,8.2,73,drama,marathi
Dirty Picture: Silk Sakkath Maga,2013,135 min,6.4,0,"biography, drama",kannada
Shor Sharaba,2018,,4.5,8,"comedy, romance",urdu
Mughlani Begum,1979,,6.4,0,"action, drama, history",punjabi
Saradha Saradhaga,2006,116 min,5.3,24,comedy,telugu
Kudrat Ka Kanoon,1987,150 min,5.1,46,mystery,hindi
Jaali Baaru Mattu Poli Hudugaru,2017,121 min,5.1,7,comedy,kannada
Tikadambaaz,1959,,6.4,0,fantasy,hindi
Jalan,1978,113 min,6.4,0,"comedy, drama, family",hindi
Ashi Gyaneshwari,2001,,5.5,6,"crime, drama, thriller",marathi
Hach Sunbaicha Bahu,1992,,6.4,0,family,marathi
Jole Jongole,2018,101 min,5.6,11,fantasy,bengali
Thambi Pondaatti,1992,132 min,5.2,8,unknown,tamil
Seetha Kalyanam,2009,114 min,3.3,24,drama,tamil
Nai Maa,1960,,6.4,0,"drama, family",hindi
Anbe Aruyere,1975,169 min,6.0,5,unknown,tamil
Nirjan Saikate,1963,130 min,7.3,60,drama,bengali
Ithile Vannavar,1980,,6.4,0,unknown,malayalam
Pusher,2010,107 min,6.2,628,"action, crime, drama",urdu
Main Zinda Hoon,1988,120 min,7.8,50,drama,hindi
